Asunto,Género,Edad,Rango-Edad,Escolaridad,Ocupación,Pertenencia étnica,Discapacidad,Orientación sexual,Identidad de género,Desplazado,Estado civil,Factor vulnerabilidad,Fecha del hecho,Mes,Día,Hora (MM:MM),Rango-hora,DEPARTAMENTO,Municipio,Barrio/vereda,Comuna/corregimiento,Zona del hecho,Circunstancia,Contexto hecho,Mecanismo múltiple,Objeto vulnerante,Presunto agresor
Sin dato,Femenino,15,15-17,Bachillerato sin terminar,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),Sin información,22/01/2018,enero,lunes,8:45:00,6:00 -11:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Retención Legal,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Policía
Sin dato,Masculino,35,31-35,Pregrado sin terminar,"Arquitectos, ingenieros y afines",Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),Sin información,22/01/2018,enero,lunes,8:50:00,6:00 -11:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Retención Legal,Violencia interpersonal,Sin dato,,Policía
Sin dato,Masculino,31,31-35,Bachillerato sin terminar,Otras ocupaciones no clasificadas,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Casado (a),Sin información,22/01/2018,enero,lunes,12:00:00,12:00- 17:59,HUILA,NEIVA,ASENTAMIENTO VILLA COLOMBIA,Comuna 9,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Conocido
Sin dato,Masculino,22,20-24,Bachillerato sin terminar,Otros trabajadores empleados sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),Sin información,22/01/2018,enero,lunes,13:30:00,12:00- 17:59,HUILA,NEIVA,ASENTAMIENTO VILLA COLOMBIA,Comuna 9,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Conocido
Sin dato,Femenino,18,18-19,Pregrado sin terminar,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,Sin información,22/01/2018,enero,lunes,20:30:00,18:00 -23:59,HUILA,NEIVA,ALFONSO LOPEZ PUMAREJO,Comuna 8,Cabecera municipal,Riña,Violencia interpersonal,Sin dato,Sin dato,Policía
Lesiones,Masculino,31,31-35,Bachillerato,Limpiabotas y otros trabajadores callejeros,Sin dato,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,Sin información,22/01/2018,enero,lunes,21:00:00,18:00 -23:59,HUILA,NEIVA,ALFONSO LOPEZ PUMAREJO,Comuna 8,Cabecera municipal,Ejercicio de actividades ilícitas,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Policía
Sin dato,Femenino,43,41-45,Bachillerato sin terminar,Oficios varios,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,Sin información,22/01/2018,enero,lunes,Sin dato,Sin dato,HUILA,NEIVA,LUIS CARLOS GALAN,Comuna 9,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Otro,Policía
Sin dato,Femenino,23,20-24,Bachillerato,Otros trabajadores empleados sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Casado (a),Sin información,22/01/2018,enero,lunes,Sin dato,Sin dato,HUILA,NEIVA,CUARTO CENTENARIO,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Herramientas,Vecino
Sin dato,Masculino,67,>61,Pregrado sin terminar,"Médicos, profesionales en ciencias de la salud y afines",Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,Sin información,23/01/2018,enero,martes,10:30:00,6:00 -11:59,HUILA,NEIVA,LAS MERCEDES,Comuna 1,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Conocido
Sin dato,Masculino,38,36-40,Bachillerato,Otros trabajadores empleados sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),Sin información,23/01/2018,enero,martes,10:40:00,6:00 -11:59,HUILA,NEIVA,LAS MERCEDES,Comuna 1,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Conocido
Sin dato,Masculino,26,25-30,Técnica/Tecnológica,Miembros de las Fuerzas Armadas y de Policía,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),Sin información,23/01/2018,enero,martes,8:00:00,6:00 -11:59,HUILA,NEIVA,EL CENTRO,Comuna 4,Cabecera municipal,Retención Legal,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Policía
Sin dato,Masculino,26,25-30,Bachillerato,Miembros de las Fuerzas Armadas y de Policía,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),Sin información,23/01/2018,enero,martes,10:00:00,6:00 -11:59,HUILA,NEIVA,CHICALA,Comuna 2,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Conocido
Sin dato,Masculino,23,20-24,Bachillerato sin terminar,Ninguna,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,Sin información,23/01/2018,enero,martes,15:30:00,12:00- 17:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Conocido
Sin dato,Masculino,22,20-24,Bachillerato sin terminar,Oficiales y operarios de la construcción,Sin dato,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,Sin información,24/01/2018,enero,miércoles,15:30:00,12:00- 17:59,HUILA,NEIVA,LOS ALPES,Comuna 8,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Vecino
Sin dato,Masculino,26,25-30,Pregrado sin terminar,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,Sin información,24/01/2018,enero,miércoles,18:00:00,18:00 -23:59,HUILA,NEIVA,SIN DATO,NA,Cabecera municipal,Retención Legal,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Policía
Sin dato,Femenino,23,20-24,Técnica/Tecnológica,Oficios varios,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),Sin información,24/01/2018,enero,miércoles,18:15:00,18:00 -23:59,HUILA,NEIVA,LOS PARQUES,Comuna 8,Cabecera municipal,Retención Legal,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Policía
Sin dato,Masculino,59,56-60,Primaria sin terminar,Pensionados / Jubilados,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,Sin información,24/01/2018,enero,miércoles,18:30:00,18:00 -23:59,HUILA,NEIVA,LOS PARQUES,Comuna 8,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Policía
Sin dato,Masculino,87,>61,Ninguna,"Operarios de pieles, cuero y calzado",Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,Sin información,24/01/2018,enero,miércoles,18:30:00,18:00 -23:59,HUILA,NEIVA,LOS PARQUES,Comuna 8,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Policía
Sin dato,Femenino,35,31-35,Técnica/Tecnológica,Auxiliares administrativos y afines,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),Sin información,24/01/2018,enero,miércoles,18:30:00,18:00 -23:59,HUILA,NEIVA,LOS PARQUES,Comuna 8,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Policía
Sin dato,Masculino,45,41-45,Bachillerato sin terminar,Oficiales y operarios de la construcción,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Viudo (a),Sin información,24/01/2018,enero,miércoles,18:30:00,18:00 -23:59,HUILA,NEIVA,LOS PARQUES,Comuna 8,Cabecera municipal,Riña,Violencia interpersonal,Sin dato,Sin dato,Policía
Sin dato,Masculino,34,31-35,Bachillerato,Operadores de maquinaria agrícola móvil y de otras máquinas móviles,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),Sin información,24/01/2018,enero,miércoles,Sin dato,Sin dato,HUILA,NEIVA,LOS PARQUES,Comuna 8,Cabecera municipal,Riña,Violencia interpersonal,Contundente,"Alguna parte del cuerpo
Otro",Policía
Sin dato,Masculino,19,18-19,Bachillerato sin terminar,Vendedores ambulantes,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),Sin información,24/01/2018,enero,miércoles,Sin dato,Sin dato,HUILA,NEIVA,LOS PARQUES,Comuna 8,Cabecera municipal,Riña,Violencia interpersonal,Punzante,Arma blanca,Conocido
Sin dato,Masculino,28,25-30,Primaria sin terminar,Oficiales y operarios de la construcción,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),Sin información,24/01/2018,enero,miércoles,Sin dato,Sin dato,HUILA,NEIVA,LOS PARQUES,Comuna 8,Cabecera municipal,Riña,Violencia interpersonal,Punzante,Arma blanca,Conocido
Sin dato,Masculino,26,25-30,Técnica/Tecnológica,Miembros de las Fuerzas Armadas y de Policía,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Casado (a),Sin información,25/01/2018,enero,jueves,9:30:00,6:00 -11:59,HUILA,NEIVA,CAGUAN,Corregimiento El Caguán,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Otro,Otro
Sin dato,Masculino,37,36-40,Básica primaria,Operadores de maquinaria agrícola móvil y de otras máquinas móviles,Sin pertenencia étnica,Sin dato,Bisexual,No aplica,FALSO,Soltero (a),Sin información,25/01/2018,enero,jueves,10:30:00,6:00 -11:59,HUILA,NEIVA,PANORAMA,Comuna 8,Cabecera municipal,Riña,Violencia interpersonal,Punzante,Arma blanca,Vecino
Sin dato,Masculino,25,25-30,Técnica/Tecnológica,Miembros de las Fuerzas Armadas y de Policía,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),Sin información,25/01/2018,enero,jueves,13:00:00,12:00- 17:59,HUILA,NEIVA,TIMANCO I -IV ETAPA,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Otro,Sin dato
Sin dato,Masculino,21,20-24,Bachillerato sin terminar,Operarios del procesamiento de alimentos y afines,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),Sin información,25/01/2018,enero,jueves,13:50:00,12:00- 17:59,HUILA,NEIVA,JOSE ANTONIO GALAN,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Arma blanca",Otro
Sin dato,Masculino,49,46-50,Básica primaria,Vigilantes y celadores,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,Sin información,25/01/2018,enero,jueves,16:00:00,12:00- 17:59,HUILA,NEIVA,LAS PALMAS,Comuna 10,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Amigo (a)
Sin dato,Masculino,21,20-24,Ninguna,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),Sin información,25/01/2018,enero,jueves,16:30:00,12:00- 17:59,HUILA,NEIVA,LAS PALMAS,Comuna 10,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Conocido
Sin dato,Masculino,23,20-24,Bachillerato sin terminar,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,Sin información,25/01/2018,enero,jueves,17:00:00,12:00- 17:59,HUILA,NEIVA,SAN MARTIN,Comuna 7,Cabecera municipal,Riña,Violencia interpersonal,Contundente,"Alguna parte del cuerpo
Otro
Arma blanca",Otro
Sin dato,Femenino,17,15-17,Bachillerato sin terminar,Ninguna,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,Sin información,25/01/2018,enero,jueves,18:00:00,18:00 -23:59,HUILA,NEIVA,BOSQUES DE SAN LUIS,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Policía
Sin dato,Masculino,18,18-19,Bachillerato sin terminar,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),Sin información,25/01/2018,enero,jueves,Sin dato,Sin dato,HUILA,NEIVA,ZONA INDUSTRIAL,Comuna 6,Cabecera municipal,Retención Legal,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Policía
Sin dato,Masculino,25,25-30,Bachillerato,Miembros de las Fuerzas Armadas y de Policía,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,Sin información,26/01/2018,enero,viernes,0:00:00,00:00 - 5:59,HUILA,NEIVA,EL JARDIN,Comuna 5,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Sin dato
Sin dato,Masculino,43,41-45,Básica primaria,Sin información,Sin dato,Sin dato,Heterosexual,No aplica,FALSO,Casado (a),Sin información,26/01/2018,enero,viernes,8:00:00,6:00 -11:59,HUILA,NEIVA,ALFONSO LOPEZ PUMAREJO,Comuna 8,Cabecera municipal,Hurto,Violencia interpersonal,Sin dato,,Delincuencia común
Sin dato,Femenino,14,10-14,Bachillerato sin terminar,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),Sin información,26/01/2018,enero,viernes,8:00:00,6:00 -11:59,HUILA,NEIVA,SAN MIGUEL ARCANGEL,Comuna 10,Cabecera municipal,Retención Legal,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Policía
Sin dato,Masculino,32,31-35,Bachillerato sin terminar,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),Sin información,26/01/2018,enero,viernes,8:45:00,6:00 -11:59,HUILA,NEIVA,SUR ORIENTAL,Comuna 8,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Amigo (a)
Sin dato,Masculino,26,25-30,Bachillerato,Otros técnicos no especificados,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),Sin información,26/01/2018,enero,viernes,Sin dato,Sin dato,HUILA,NEIVA,ALFONSO LOPEZ PUMAREJO,Comuna 8,Cabecera municipal,Retención Legal,Violencia interpersonal,Sin dato,,Otro
Sin dato,Masculino,18,18-19,Bachillerato,Soldados de las Fuerzas Militares,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,Sin información,26/01/2018,enero,viernes,Sin dato,Sin dato,HUILA,NEIVA,PEÑON REDONDO,Comuna 8,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Otro,Vecino
Sin dato,Masculino,16,15-17,Primaria sin terminar,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),Sin información,26/01/2018,enero,viernes,Sin dato,Sin dato,HUILA,NEIVA,ALFONSO LOPEZ PUMAREJO,Comuna 8,Cabecera municipal,Retención Legal,Violencia interpersonal,Contundente,Otro,Policía
Sin dato,Femenino,33,31-35,Bachillerato sin terminar,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,Sin información,27/01/2018,enero,sábado,7:45:00,6:00 -11:59,HUILA,NEIVA,MANZANARES,Comuna 6,Cabecera municipal,Hurto,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Sin dato
Sin dato,Femenino,13,10-14,Bachillerato sin terminar,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,Sin información,27/01/2018,enero,sábado,8:00:00,6:00 -11:59,HUILA,NEIVA,CANAIMA,Comuna 6,Cabecera municipal,Hurto,Violencia interpersonal,Abrasivo,Otro,Conocido
Sin dato,Masculino,50,46-50,Primaria sin terminar,Oficios varios,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,Sin información,27/01/2018,enero,sábado,9:30:00,6:00 -11:59,HUILA,NEIVA,ALTICO,Comuna 4,Cabecera municipal,Atraco callejero o intento de,Violencia interpersonal,Contundente,Alguna parte del cuerpo,No Identificado
Sin dato,Masculino,29,25-30,Bachillerato sin terminar,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,Sin información,27/01/2018,enero,sábado,21:30:00,18:00 -23:59,HUILA,NEIVA,VILLA CAROLINA,Comuna 2,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,No Identificado
Sin dato,Masculino,21,20-24,Básica primaria,Oficios varios,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,Sin información,27/01/2018,enero,sábado,Sin dato,Sin dato,HUILA,NEIVA,PEÑON REDONDO,Comuna 8,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Otro,Vecino
Sin dato,Masculino,15,15-17,Bachillerato sin terminar,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Separado (a),Sin información,27/01/2018,enero,sábado,Sin dato,Sin dato,HUILA,NEIVA,PEÑON REDONDO,Comuna 8,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Compañero (a) de trabajo
Sin dato,Masculino,26,25-30,Bachillerato sin terminar,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Casado (a),Sin información,28/01/2018,enero,domingo,9:00:00,6:00 -11:59,HUILA,NEIVA,CANDIDO LEGUIZAMO,Comuna 1,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Vecino
Sin dato,Masculino,24,20-24,Pregrado sin terminar,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Casado (a),Sin información,28/01/2018,enero,domingo,9:00:00,6:00 -11:59,HUILA,NEIVA,CANDIDO LEGUIZAMO,Comuna 1,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Vecino
Lesiones,Masculino,37,36-40,Bachillerato sin terminar,Otros técnicos no especificados,Sin dato,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,Sin información,28/01/2018,enero,domingo,1:00:00,00:00 - 5:59,HUILA,NEIVA,AVENIDA CIRCUNVALAR,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Conocido
Sin dato,Masculino,35,31-35,Bachillerato,Otros trabajadores empleados sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Casado (a),Sin información,28/01/2018,enero,domingo,Sin dato,Sin dato,HUILA,NEIVA,MUNICIPAL,Comuna 2,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Otro,No Identificado
Sin dato,Masculino,21,20-24,Bachillerato,Oficiales y operarios de la construcción,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Viudo (a),Sin información,29/01/2018,enero,lunes,8:30:00,6:00 -11:59,HUILA,NEIVA,EL ESTADIO,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Conocido
Sin dato,Masculino,22,20-24,Bachillerato,Otros trabajadores empleados sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,Sin información,29/01/2018,enero,lunes,9:00:00,6:00 -11:59,HUILA,NEIVA,SEVILLA,Comuna 3,Cabecera municipal,Retención Legal,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Policía
Sin dato,Masculino,31,31-35,Básica primaria,Operarios del procesamiento de alimentos y afines,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,Sin información,30/01/2018,enero,martes,4:00:00,00:00 - 5:59,HUILA,NEIVA,ESTADIO URDANETA,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Conocido
Sin dato,Femenino,38,36-40,Ninguna,Ama de casa / Encargado (a) del hogar,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),Sin información,31/01/2018,enero,miércoles,8:00:00,6:00 -11:59,HUILA,NEIVA,VILLA ROSA,Comuna 5,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Vecino
Sin dato,Masculino,18,18-19,Bachillerato sin terminar,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Casado (a),Sin información,31/01/2018,enero,miércoles,8:30:00,6:00 -11:59,HUILA,NEIVA,LOS ROSALES,Comuna 10,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Otro,Vecino
Sin dato,Masculino,18,18-19,Bachillerato sin terminar,Operarios del procesamiento de alimentos y afines,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),No aplica,01/02/2018,febrero,jueves,10:00:00,6:00 -11:59,HUILA,NEIVA,PANORAMA,Comuna 8,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Conocido
Sin dato,Masculino,39,36-40,Bachillerato,Otras ocupaciones no clasificadas,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Casado (a),No aplica,01/02/2018,febrero,jueves,11:00:00,6:00 -11:59,HUILA,NEIVA,LA RIOJA,Comuna 10,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Herramientas",Compañero (a) de trabajo
Sin dato,Masculino,81,>61,Bachillerato sin terminar,Mecánicos y ajustadores de máquinas y equipos,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Unión libre,No aplica,01/02/2018,febrero,jueves,20:30:00,18:00 -23:59,HUILA,NEIVA,CANAIMA,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Sin dato
Sin dato,Femenino,35,31-35,Bachillerato,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),No aplica,01/02/2018,febrero,jueves,Sin dato,Sin dato,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Sin dato,,Amigo (a)
